trip_id,waktu,latitude,longitude,kecepatan_kmh,jarak_km
1,2025-03-03 07:38:30,-6.131563,106.818859,19.2,0.15979
1,2025-03-03 07:39:00,-6.130881,106.817434,21.1,0.17617
1,2025-03-03 07:39:30,-6.129977,106.815915,23.5,0.19571
1,2025-03-03 07:40:00,-6.129574,106.814545,19.0,0.15851
1,2025-03-03 07:40:30,-6.129631,106.812922,21.6,0.18023
1,2025-03-03 07:41:00,-6.130049,106.811206,23.5,0.19548
1,2025-03-03 07:41:30,-6.130438,106.809662,21.1,0.17614
1,2025-03-03 07:42:00,-6.130901,106.807823,25.2,0.20975
1,2025-03-03 07:42:30,-6.131283,106.806304,20.8,0.17322
1,2025-03-03 07:43:00,-6.131638,106.80441,25.6,0.21331
1,2025-03-03 07:43:30,-6.131917,106.802672,23.3,0.19456
1,2025-03-03 07:44:00,-6.132031,106.80105,21.6,0.18009
1,2025-03-03 07:44:30,-6.132103,106.79926,23.8,0.19805
1,2025-03-03 07:45:00,-6.132163,106.797775,19.7,0.16433
1,2025-03-03 07:45:30,-6.132224,106.796235,20.4,0.17032
1,2025-03-03 07:46:00,-6.132304,106.794269,26.1,0.21762
1,2025-03-03 07:46:30,-6.132363,106.792781,19.8,0.16464
1,2025-03-03 07:47:00,-6.132248,106.791209,21.0,0.17487
1,2025-03-03 07:47:30,-6.132,106.789457,23.5,0.19566
1,2025-03-03 07:48:00,-6.131756,106.787727,23.2,0.19319
1,2025-03-03 07:48:30,-6.131534,106.78616,21.0,0.17496
1,2025-03-03 07:49:00,-6.13114,106.784275,25.7,0.21424
1,2025-03-03 07:49:30,-6.130577,106.782874,20.1,0.16711
1,2025-03-03 07:50:00,-6.129902,106.781503,20.5,0.17048
1,2025-03-03 07:50:30,-6.12865,106.779935,26.7,0.22244
1,2025-03-03 07:51:00,-6.127462,106.778809,21.8,0.18157
1,2025-03-03 07:51:30,-6.126251,106.777662,22.2,0.18501
1,2025-03-03 07:52:00,-6.124734,106.776676,24.2,0.20153
1,2025-03-03 07:52:30,-6.123484,106.775931,19.4,0.16154
1,2025-03-03 07:53:00,-6.122303,106.775093,19.6,0.16365
1,2025-03-03 07:53:30,-6.121635,106.773389,24.8,0.20701
1,2025-03-03 07:54:00,-6.121559,106.771389,26.6,0.22134
1,2025-03-03 07:54:30,-6.121498,106.769799,21.1,0.17591
1,2025-03-03 07:55:00,-6.121717,106.768072,23.2,0.19322
1,2025-03-03 07:55:30,-6.122011,106.766138,26.0,0.21645
1,2025-03-03 07:56:00,-6.122151,106.764507,21.7,0.18104
1,2025-03-03 07:56:30,-6.122297,106.762808,22.6,0.18858
1,2025-03-03 07:57:00,-6.12245,106.761031,23.7,0.19721
1,2025-03-03 07:57:30,-6.122598,106.75931,22.9,0.19099
1,2025-03-03 07:58:00,-6.122584,106.757606,22.6,0.18865
1,2025-03-03 07:58:30,-6.122519,106.755855,23.2,0.19373
1,2025-03-03 07:59:00,-6.122458,106.754189,22.1,0.18425
1,2025-03-03 07:59:30,-6.122396,106.752485,22.6,0.18861
1,2025-03-03 08:00:00,-6.122337,106.750878,21.3,0.1777
1,2025-03-03 08:00:30,-6.122273,106.749134,23.2,0.19293
1,2025-03-03 08:01:00,-6.122215,106.747568,20.8,0.17331
1,2025-03-03 08:01:30,-6.122153,106.745876,22.5,0.1872
1,2025-03-03 08:02:00,-6.121788,106.744248,22.5,0.18765
1,2025-03-03 08:02:30,-6.121263,106.743008,17.9,0.14904
1,2025-03-03 08:03:00,-6.120709,106.741703,18.8,0.15686
1,2025-03-03 08:03:30,-6.120071,106.740195,21.7,0.18115
1,2025-03-03 08:04:00,-6.119455,106.738742,21.0,0.17465
1,2025-03-03 08:04:30,-6.118876,106.737377,19.7,0.16405
1,2025-03-03 08:05:00,-6.118034,106.736359,17.6,0.14667
1,2025-03-03 08:05:30,-6.117003,106.73527,20.0,0.16662
1,2025-03-03 08:06:00,-6.115807,106.734215,21.2,0.17693
1,2025-03-03 08:06:30,-6.116573,106.732866,22.7,0.18908
1,2025-03-03 08:07:00,-6.117951,106.732678,18.9,0.1572
1,2025-03-03 08:07:30,-6.119241,106.732514,17.9,0.14913
1,2025-03-03 08:08:00,-6.120487,106.731846,18.8,0.15696
1,2025-03-03 08:08:30,-6.121956,106.731057,22.2,0.18526
1,2025-03-03 08:09:00,-6.123285,106.730394,19.8,0.16518
1,2025-03-03 08:09:30,-6.124506,106.729965,17.3,0.14383
1,2025-03-03 08:10:00,-6.125906,106.729817,18.8,0.15694
1,2025-03-03 08:10:30,-6.127311,106.729732,18.8,0.1567
1,2025-03-03 08:11:00,-6.128944,106.729798,21.8,0.18173
1,2025-03-03 08:11:30,-6.130603,106.729865,22.2,0.18463
1,2025-03-03 08:12:00,-6.132363,106.729937,23.5,0.19584
1,2025-03-03 08:12:30,-6.133872,106.729909,20.2,0.16792
1,2025-03-03 08:13:00,-6.135593,106.729833,23.0,0.19162
1,2025-03-03 08:13:30,-6.137194,106.729763,21.4,0.17816
1,2025-03-03 08:14:00,-6.138528,106.729704,17.8,0.14853
1,2025-03-03 08:14:30,-6.14013,106.729504,21.6,0.18002
1,2025-03-03 08:15:00,-6.141598,106.729195,20.0,0.16675
1,2025-03-03 08:15:30,-6.143078,106.728884,20.2,0.16815
1,2025-03-03 08:16:00,-6.143078,106.728884,0.0,0.0
1,2025-03-03 08:16:30,-6.143078,106.728884,0.0,0.0
1,2025-03-03 08:17:00,-6.143078,106.728884,0.0,0.0
1,2025-03-03 08:17:30,-6.143078,106.728884,0.0,0.0
1,2025-03-03 08:18:00,-6.143078,106.728884,0.0,0.0
1,2025-03-03 08:18:30,-6.143078,106.728884,0.0,0.0
1,2025-03-03 08:19:00,-6.144545,106.728575,20.0,0.16669
1,2025-03-03 08:19:30,-6.145885,106.728293,18.3,0.15226
1,2025-03-03 08:20:00,-6.147595,106.727933,23.3,0.19418
1,2025-03-03 08:20:30,-6.149027,106.727632,19.5,0.16278
1,2025-03-03 08:21:00,-6.150516,106.727318,20.3,0.16916
1,2025-03-03 08:21:30,-6.152317,106.727279,24.1,0.20073
1,2025-03-03 08:22:00,-6.153865,106.727284,20.7,0.17212
1,2025-03-03 08:22:30,-6.155469,106.72723,21.4,0.17873
1,2025-03-03 08:23:00,-6.156939,106.727078,19.7,0.16428
1,2025-03-03 08:23:30,-6.158431,106.726954,20.0,0.16666
1,2025-03-03 08:24:00,-6.159959,106.726991,20.4,0.16997
1,2025-03-03 08:24:30,-6.161264,106.727024,17.4,0.14519
1,2025-03-03 08:25:00,-6.162879,106.727064,21.5,0.17954
1,2025-03-03 08:25:30,-6.164523,106.727104,22.0,0.18293
1,2025-03-03 08:26:00,-6.166277,106.727169,23.4,0.19516
1,2025-03-03 08:26:30,-6.167614,106.727293,17.9,0.14937
1,2025-03-03 08:27:00,-6.168946,106.727417,17.8,0.14869
1,2025-03-03 08:27:30,-6.170724,106.727583,23.8,0.19852
1,2025-03-03 08:28:00,-6.172079,106.727709,18.2,0.15142
1,2025-03-03 08:28:30,-6.173715,106.727861,21.9,0.18266
1,2025-03-03 08:29:00,-6.175465,106.728024,23.4,0.1954
1,2025-03-03 08:29:30,-6.176835,106.728151,18.4,0.15296
1,2025-03-03 08:30:00,-6.178407,106.728298,21.1,0.1756
1,2025-03-03 08:30:30,-6.179944,106.728658,21.1,0.17553
1,2025-03-03 08:31:00,-6.181331,106.728991,19.0,0.15856
1,2025-03-03 08:31:30,-6.182965,106.729383,22.4,0.18675
1,2025-03-03 08:32:00,-6.18431,106.729706,18.5,0.15381
1,2025-03-03 08:32:30,-6.185872,106.73004,21.3,0.17774
1,2025-03-03 08:33:00,-6.187145,106.730217,17.1,0.14291
1,2025-03-03 08:33:30,-6.188873,106.730393,23.5,0.19542
1,2025-03-03 08:34:00,-6.190065,106.72966,18.7,0.15542
1,2025-03-03 08:34:30,-6.190703,106.728314,20.8,0.17309
1,2025-03-03 08:35:00,-6.190705,106.726663,22.3,0.18578
1,2025-03-03 08:35:30,-6.190534,106.725291,18.3,0.15282
1,2025-03-03 08:36:00,-6.19066,106.723536,23.4,0.19475
1,2025-03-03 08:36:30,-6.191063,106.721859,23.0,0.19128
1,2025-03-03 08:37:00,-6.191606,106.720281,22.2,0.18528
1,2025-03-03 08:37:30,-6.19227,106.718893,20.4,0.17022
1,2025-03-03 08:38:00,-6.193144,106.717363,23.5,0.19605
1,2025-03-03 08:38:30,-6.194069,106.716174,20.0,0.16693
1,2025-03-03 08:39:00,-6.195025,106.714945,20.7,0.17252
1,2025-03-03 08:39:30,-6.195981,106.713717,20.7,0.1724
1,2025-03-03 08:40:00,-6.197053,106.712339,23.2,0.1934
1,2025-03-03 08:40:30,-6.198168,106.710907,24.1,0.20112
1,2025-03-03 08:41:00,-6.19927,106.70949,23.9,0.19881
1,2025-03-03 08:41:30,-6.200199,106.708295,20.1,0.16774
1,2025-03-03 08:42:00,-6.201282,106.706904,23.4,0.19525
1,2025-03-03 08:42:30,-6.202076,106.705883,17.2,0.14341
1,2025-03-03 08:43:00,-6.202933,106.704781,18.6,0.15461
1,2025-03-03 08:43:30,-6.203995,106.703416,23.0,0.19161
1,2025-03-03 08:44:00,-6.204795,106.702389,17.3,0.14423
1,2025-03-03 08:44:30,-6.205712,106.701211,19.9,0.16543
1,2025-03-03 08:45:00,-6.20675,106.699877,22.5,0.18721
1,2025-03-03 08:45:30,-6.20762,106.698759,18.8,0.15699
1,2025-03-03 08:46:00,-6.207677,106.698685,21.6,0.18014
2,2025-03-03 13:18:00,-6.121211,106.89361,39.5,0.32958
2,2025-03-03 13:18:30,-6.118618,106.893434,34.7,0.28889
2,2025-03-03 13:19:00,-6.117489,106.89305,35.7,0.2973
2,2025-03-03 13:19:30,-6.120114,106.893161,35.1,0.29212
2,2025-03-03 13:20:00,-6.122735,106.893272,35.0,0.2917
2,2025-03-03 13:20:30,-6.124993,106.893367,30.2,0.25129
2,2025-03-03 13:21:00,-6.12775,106.893484,36.8,0.30684
2,2025-03-03 13:21:30,-6.130628,106.893206,39.3,0.32783
2,2025-03-03 13:22:00,-6.130553,106.890694,39.1,0.32567
2,2025-03-03 13:22:30,-6.129016,106.888304,37.8,0.31467
2,2025-03-03 13:23:00,-6.127715,106.886272,32.1,0.26728
2,2025-03-03 13:23:30,-6.126876,106.884132,30.5,0.25431
2,2025-03-03 13:24:00,-6.126051,106.881204,40.5,0.33777
2,2025-03-03 13:24:30,-6.125513,106.87851,36.5,0.30384
2,2025-03-03 13:25:00,-6.124891,106.8754,42.1,0.35078
2,2025-03-03 13:25:30,-6.124426,106.873077,31.4,0.26195
2,2025-03-03 13:26:00,-6.12394,106.870646,32.9,0.27418
2,2025-03-03 13:26:30,-6.123436,106.86812,34.2,0.28479
2,2025-03-03 13:27:00,-6.122815,106.865015,42.0,0.35014
2,2025-03-03 13:27:30,-6.122332,106.8626,32.7,0.27239
2,2025-03-03 13:28:00,-6.122425,106.859513,41.9,0.34942
2,2025-03-03 13:28:30,-6.123283,106.857305,31.6,0.26307
2,2025-03-03 13:29:00,-6.124289,106.855055,32.7,0.27269
2,2025-03-03 13:29:30,-6.125498,106.852309,39.9,0.33216
2,2025-03-03 13:30:00,-6.126204,106.849957,32.6,0.27163
2,2025-03-03 13:30:30,-6.126754,106.847492,33.5,0.27936
2,2025-03-03 13:31:00,-6.127322,106.844922,34.9,0.29103
2,2025-03-03 13:31:30,-6.128104,106.841855,42.0,0.35023
2,2025-03-03 13:32:00,-6.128843,106.839132,37.5,0.31234
2,2025-03-03 13:32:30,-6.129334,106.836395,36.9,0.30756
2,2025-03-03 13:33:00,-6.129869,106.833415,40.2,0.33473
2,2025-03-03 13:33:30,-6.13022,106.8306,37.7,0.31406
2,2025-03-03 13:34:00,-6.130402,106.828314,30.4,0.25352
2,2025-03-03 13:34:30,-6.130883,106.825299,40.5,0.33774
2,2025-03-03 13:35:00,-6.131301,106.822871,32.7,0.27251
2,2025-03-03 13:35:30,-6.131826,106.819784,41.6,0.34637
2,2025-03-03 13:36:00,-6.131,106.817635,30.8,0.25676
2,2025-03-03 13:36:30,-6.129846,106.815566,31.6,0.26318
2,2025-03-03 13:37:00,-6.129621,106.813068,33.7,0.28092
2,2025-03-03 13:37:30,-6.130334,106.810076,40.9,0.34055
2,2025-03-03 13:38:00,-6.130937,106.80768,32.8,0.27325
2,2025-03-03 13:38:30,-6.131519,106.805152,34.5,0.28709
2,2025-03-03 13:39:00,-6.131985,106.802193,39.8,0.33127
2,2025-03-03 13:39:30,-6.132087,106.799663,33.6,0.27995
2,2025-03-03 13:40:00,-6.132206,106.796698,39.4,0.3281
2,2025-03-03 13:40:30,-6.132325,106.793725,39.5,0.3289
2,2025-03-03 13:41:00,-6.132181,106.790734,39.9,0.33244
2,2025-03-03 13:41:30,-6.13186,106.788466,30.4,0.25333
2,2025-03-03 13:42:00,-6.131521,106.786065,32.2,0.26806
2,2025-03-03 13:42:30,-6.130987,106.783894,29.9,0.24906
2,2025-03-03 13:43:00,-6.130036,106.781676,32.1,0.26784
2,2025-03-03 13:43:30,-6.128537,106.779828,31.7,0.26415
2,2025-03-03 13:44:00,-6.126536,106.777932,36.7,0.3057
2,2025-03-03 13:44:30,-6.124481,106.776525,33.3,0.27775
2,2025-03-03 13:45:00,-6.122454,106.775316,31.4,0.26201
2,2025-03-03 13:45:30,-6.121596,106.772377,41.9,0.34949
2,2025-03-03 13:46:00,-6.121508,106.770068,30.7,0.25545
2,2025-03-03 13:46:30,-6.121852,106.767303,37.1,0.30937
2,2025-03-03 13:47:00,-6.122154,106.76448,37.7,0.31413
2,2025-03-03 13:47:30,-6.122415,106.761438,40.5,0.33755
2,2025-03-03 13:48:00,-6.122628,106.758798,35.2,0.29294
2,2025-03-03 13:48:30,-6.122514,106.755706,41.0,0.34204
2,2025-03-03 13:49:00,-6.122417,106.753076,34.9,0.29102
2,2025-03-03 13:49:30,-6.122306,106.750032,40.4,0.33683
2,2025-03-03 13:50:00,-6.122201,106.747185,37.8,0.31496
2,2025-03-03 13:50:30,-6.121724,106.744095,42.1,0.35081
2,2025-03-03 13:51:00,-6.12074,106.741774,33.5,0.27894
2,2025-03-03 13:51:30,-6.119663,106.739235,36.6,0.30517
2,2025-03-03 13:52:00,-6.118638,106.737074,31.9,0.26615
2,2025-03-03 13:52:30,-6.116555,106.734874,40.4,0.33676
2,2025-03-03 13:53:00,-6.116169,106.733014,30.2,0.25125
2,2025-03-03 13:53:30,-6.118759,106.732711,35.5,0.29555
2,2025-03-03 13:54:00,-6.120893,106.731627,32.1,0.26738
2,2025-03-03 13:54:30,-6.123339,106.730375,36.7,0.30561
2,2025-03-03 13:55:00,-6.125854,106.729821,34.6,0.28854
2,2025-03-03 13:55:30,-6.128406,106.729776,34.1,0.28433
2,2025-03-03 13:56:00,-6.131428,106.729899,40.4,0.3364
2,2025-03-03 13:56:30,-6.134466,106.729883,40.6,0.33803
2,2025-03-03 13:57:00,-6.137295,106.729758,37.8,0.31487
2,2025-03-03 13:57:30,-6.139848,106.729564,34.2,0.28537
2,2025-03-03 13:58:00,-6.142846,106.728933,40.9,0.34056
2,2025-03-03 13:58:30,-6.145296,106.728417,33.4,0.27831
2,2025-03-03 13:59:00,-6.147538,106.727945,30.6,0.25469
2,2025-03-03 13:59:30,-6.149929,106.727442,32.6,0.27159
2,2025-03-03 14:00:00,-6.152768,106.72728,38.1,0.3177
2,2025-03-03 14:00:30,-6.155084,106.727269,30.9,0.25762
2,2025-03-03 14:01:00,-6.157668,106.727003,34.7,0.28883
2,2025-03-03 14:01:30,-6.159913,106.72699,30.0,0.25001
2,2025-03-03 14:02:00,-6.162305,106.727049,31.9,0.26601
2,2025-03-03 14:02:30,-6.164487,106.727103,29.1,0.24269
2,2025-03-03 14:03:00,-6.166649,106.727203,28.9,0.24076
2,2025-03-03 14:03:30,-6.169431,106.727462,37.3,0.31069
2,2025-03-03 14:04:00,-6.172024,106.727704,34.7,0.28952
2,2025-03-03 14:04:30,-6.174526,106.727937,33.5,0.27948
2,2025-03-03 14:05:00,-6.176822,106.72815,30.8,0.25638
2,2025-03-03 14:05:30,-6.179743,106.72861,39.5,0.32953
2,2025-03-03 14:06:00,-6.181897,106.729127,29.6,0.24629
2,2025-03-03 14:06:30,-6.184757,106.729813,39.2,0.3269
2,2025-03-03 14:07:00,-6.187298,106.730238,34.4,0.28667
2,2025-03-03 14:07:30,-6.190032,106.729681,39.5,0.3294
2,2025-03-03 14:08:00,-6.190756,106.727069,38.2,0.31797
2,2025-03-03 14:08:30,-6.190563,106.724696,31.7,0.26415
2,2025-03-03 14:09:00,-6.191083,106.721786,39.4,0.32831
2,2025-03-03 14:09:30,-6.192199,106.719041,39.5,0.32899
2,2025-03-03 14:10:00,-6.19347,106.716944,32.8,0.273
2,2025-03-03 14:10:30,-6.195278,106.71462,39.1,0.32625
2,2025-03-03 14:11:00,-6.196689,106.712807,30.5,0.25456
2,2025-03-03 14:11:30,-6.198351,106.710671,36.0,0.29988
2,2025-03-03 14:12:00,-6.19973,106.708898,29.9,0.24878
2,2025-03-03 14:12:30,-6.201478,106.706653,37.8,0.31526
2,2025-03-03 14:13:00,-6.203072,106.704603,34.5,0.28768
2,2025-03-03 14:13:30,-6.204615,106.70262,33.4,0.27832
2,2025-03-03 14:14:00,-6.206202,106.70058,34.4,0.28637
2,2025-03-03 14:14:30,-6.207677,106.698685,34.8,0.29032
